CostumerID,WorkerID,ComplaintID,Date,Reason,DealtWith
10288,4933396,9949681,02/12/1957,Car died,YES
10289,4889462,8037973,24/09/1967,Battery died,NO
10290,6106884,8099713,13/12/1990,Car died,NO
10291,1301382,6709852,04/11/1964,Battery died,YES
10292,8405290,7556312,09/02/1991,Wants to extend renting period,YES
10293,7666194,8178005,26/04/1990,Wants to update data,YES
10294,2583521,9248994,22/09/1992,Problem with insurance,YES
10295,6900066,6895793,09/08/1991,Car died,NO
10296,3392333,2313725,28/01/1993,Lights are out,YES
10297,7301014,3561646,27/01/1963,Unhappy costumer,NO
10298,5623368,7290052,12/11/1958,Weird noises,YES
10299,7341066,4351520,04/12/1952,Car died,YES
10300,5760788,8385101,05/02/1972,Brakes are broken,YES
10301,548734,296580,06/09/1967,Brakes are broken,YES
10302,2220031,4212377,20/06/1964,Unhappy costumer,NO
10303,5583120,1633817,07/11/1975,Broken window,YES
10304,2878424,3597469,07/08/1976,Weird noises,NO
10305,891985,1615398,13/11/1950,Wants to rent a car,YES
10306,7534279,7648467,24/07/1987,Problem with insurance,NO
10307,8054996,1759892,24/03/1962,Broken window,NO
10308,4754988,4961510,05/07/1954,Car died,YES
10309,1317016,9149566,17/01/2000,Complaint about a worker,YES
10310,585934,4689002,16/09/1951,Weird noises,YES
10311,4707012,9560852,17/11/1998,Flat tire,NO
10312,2302973,2871288,21/03/1996,Complaint about a worker,YES
10313,3594356,8536450,04/04/1954,Broken window,NO
10314,324093,576108,23/03/1951,Car died,YES
10315,707571,3313403,25/11/1979,Car died,NO
10316,3844336,3019177,05/07/1955,Wants to update data,YES
10317,2392051,5942700,24/11/1983,Complaint about a worker,NO
10318,5548025,6074202,20/07/1962,Car died,NO
10319,2250324,1565638,01/03/1970,Weird noises,YES
10320,5402096,2981750,13/12/1994,Lights are out,NO
10321,882950,2387657,20/10/1962,Wants to extend renting period,NO
10322,7528182,777049,10/12/1957,Problem with insurance,YES
10323,4897007,3169399,02/06/1984,Battery died,YES
10324,4113331,4419433,15/02/1977,Flat tire,YES
10325,3270172,2883065,23/05/1951,Broken window,NO
10326,3118267,7093325,03/06/1984,Weird noises,NO
10327,9052260,402512,06/12/1958,Wants to rent a car,YES
10328,5018813,5673082,22/07/1985,Battery died,NO
10329,3006438,2402341,08/05/1952,Problem with insurance,NO
10330,9000252,6132181,11/09/2000,Wants to extend renting period,YES
10331,2088930,4821084,15/07/1978,Wants to extend renting period,YES
10332,6440356,5530377,27/10/1953,Broken window,YES
10333,6148633,8015330,06/05/1984,Weird noises,NO
10334,8957666,9496028,03/06/1964,Complaint about a worker,NO
10335,398642,8606207,29/12/1999,Flat tire,YES
10336,7322574,6814541,01/07/1998,Problem with insurance,NO
10337,55771,4485620,21/11/1998,Brakes are broken,YES
10338,6596048,8922704,14/05/1995,Flat tire,YES
10339,5467935,661953,08/12/1957,Wants to rent a car,NO
10340,3418215,2059953,13/11/1967,Battery died,YES
10341,5160462,5612324,08/01/1987,Complaint about a worker,NO
10342,3007143,9165277,08/11/1968,Weird noises,YES
10343,5520758,9940943,16/08/1964,Problem with insurance,YES
10344,9769132,4158682,16/04/1983,Flat tire,YES
10345,3807453,5281668,27/05/1986,Brakes are broken,YES
10346,5987863,7331080,22/05/1975,Wants to update data,YES
10347,5861104,4832742,13/05/1959,Broken window,NO
10348,4224633,6381888,01/06/1991,Lights are out,YES
10349,541991,1587138,30/04/1986,Flat tire,NO
10350,4434898,2075091,01/05/1964,Car died,YES
10351,46254,8556318,08/02/1964,Wants to update data,YES
10352,5166798,7564201,25/07/1966,Car died,YES
10353,9591493,444064,11/10/1962,Wants to extend renting period,NO
10354,9273578,1033303,05/11/1986,Wants to update data,NO
10355,5769186,8275067,26/10/1988,Wants to extend renting period,NO
10356,2122869,419582,12/03/1959,Car died,YES
10357,4870115,399325,15/02/1957,Wants to extend renting period,NO
10358,2277619,1135884,28/12/1975,Broken window,YES
10359,2598993,2059404,04/05/1984,Wants to rent a car,NO
10360,652331,6943162,28/09/1953,Unhappy costumer,NO
10361,942846,6212232,10/10/1991,Weird noises,YES
10362,3058659,9870397,16/04/1991,Battery died,NO
10363,7522563,1049861,24/03/1953,Lights are out,YES
10364,7193518,9417573,22/10/1998,Battery died,NO
10365,2675305,7034955,23/01/1988,Brakes are broken,YES
10366,4364087,9819984,30/07/1971,Wants to extend renting period,YES
10367,6421874,1222922,07/12/1964,Broken window,YES
10368,4822002,1619229,04/12/1957,Flat tire,YES
10369,6291222,5804547,26/03/1978,Broken window,YES
10370,2679089,9634957,02/12/1989,Battery died,YES
10371,2292805,2529536,24/07/1968,Lights are out,YES
10372,2326929,5682123,16/01/1993,Wants to rent a car,YES
10373,1002896,6444599,09/01/1982,Battery died,NO
10374,8308294,4235941,12/09/1974,Battery died,YES
10375,8878204,8328810,05/04/1963,Complaint about a worker,NO
10376,7799689,5543736,18/05/1952,Wants to extend renting period,NO
10377,1092708,2436638,24/04/1998,Problem with insurance,NO
10378,7548455,4685033,03/07/1953,Flat tire,YES
10379,1373253,9651744,23/03/1969,Weird noises,NO
10380,1979496,3069327,25/06/1971,Weird noises,NO
10381,9198340,1493694,15/10/1988,Problem with insurance,NO
10382,8516631,9065576,22/03/1971,Car died,YES
10383,4722658,7439312,27/06/1991,Complaint about a worker,YES
10384,7985396,8417169,21/02/1980,Flat tire,NO
10385,1050212,3877086,10/03/1961,Complaint about a worker,NO
10386,4441168,7591407,21/11/1983,Broken window,YES
10387,2525934,9439938,26/05/1991,Lights are out,NO
10388,9780021,1185206,21/04/1953,Problem with insurance,NO
10389,336256,4311156,03/06/1976,Broken window,YES
10390,6024775,1956862,04/04/1989,Battery died,YES
10391,2672083,6453723,25/03/1964,Broken window,YES
10392,8092271,383418,01/07/1972,Weird noises,YES
10393,892857,6779860,25/12/1962,Lights are out,NO
10394,7463442,8503907,20/03/1997,Car died,YES
10395,2946719,6035282,28/04/1953,Unhappy costumer,YES
10396,889726,3704515,18/07/1988,Unhappy costumer,NO
10397,44640,1317241,30/08/1979,Brakes are broken,YES
10398,936298,4932283,25/02/1985,Lights are out,YES
10399,5373456,2571344,01/08/1965,Battery died,YES
10400,7078864,8118280,06/12/1981,Battery died,NO
10401,2514187,3306385,01/07/1954,Complaint about a worker,NO
10402,6934534,8658489,28/07/1977,Problem with insurance,NO
10403,2307972,7665945,06/07/2000,Complaint about a worker,NO
10404,8973270,9290310,02/02/1986,Wants to rent a car,YES
10405,4961111,325079,20/03/1957,Unhappy costumer,NO
10406,9573787,9613749,01/03/1963,Weird noises,NO
10407,1944782,5623686,11/11/1981,Weird noises,YES
10408,1209036,1333911,14/02/1991,Wants to rent a car,YES
10409,3892947,302072,23/03/1963,Wants to rent a car,YES
10410,5449407,6782164,26/08/1957,Wants to rent a car,YES
10411,9744323,4252425,24/03/1996,Brakes are broken,YES
10412,5156363,3629216,14/02/1951,Lights are out,NO
10413,5133087,9415850,19/12/1976,Car died,NO
10414,6563410,420930,10/05/1951,Battery died,YES
10415,1655909,2321912,08/05/1972,Broken window,YES
10416,9892464,5933254,23/03/1956,Car died,NO
10417,6392085,9752654,09/06/2000,Complaint about a worker,NO
10418,1031100,3394780,30/08/1983,Battery died,YES
10419,8459005,769014,09/07/1986,Complaint about a worker,NO
10420,1173835,2569867,14/05/1959,Wants to rent a car,YES
10421,1217799,4931197,12/06/1993,Wants to update data,NO
10422,4724394,4690848,04/04/1956,Unhappy costumer,NO
10423,5706906,4649938,23/07/1981,Brakes are broken,NO
10424,3327529,1338648,27/09/1973,Brakes are broken,YES
10425,4445587,5465952,29/12/1991,Wants to rent a car,NO
10426,7082976,597384,05/12/1999,Flat tire,YES
10427,7001776,6411044,22/04/1953,Flat tire,YES
10428,3114471,3211671,10/09/1980,Wants to rent a car,NO
10429,8759645,1882047,04/06/1956,Brakes are broken,NO
10430,1019999,1850287,20/01/1952,Wants to update data,NO
10431,2067553,1276380,03/03/1970,Wants to update data,NO
10432,1595890,1712787,22/04/1990,Broken window,NO
10433,4151506,7583311,29/03/1987,Wants to extend renting period,NO
10434,8335634,9189950,24/04/1950,Wants to extend renting period,YES
10435,4087383,7434507,21/07/1974,Wants to extend renting period,NO
10436,1690100,3927444,23/07/1968,Problem with insurance,NO
10437,7433369,8823578,04/07/1987,Weird noises,YES
10438,5934353,3357898,25/02/1997,Wants to update data,NO
10439,5568481,1031916,09/08/1990,Wants to extend renting period,NO
10440,9249894,6824830,26/05/1965,Wants to rent a car,YES
10441,438091,506675,22/04/1960,Wants to extend renting period,NO
10442,1432922,2054919,16/09/1979,Unhappy costumer,YES
10443,2354683,9004042,03/02/1996,Wants to update data,YES
10444,4018705,1768429,18/07/1968,Wants to rent a car,NO
10445,6828791,1645482,20/10/1993,Weird noises,NO
10446,4733945,3290795,30/08/1955,Car died,NO
10447,9097848,2284013,25/12/1993,Complaint about a worker,YES
10448,3713063,7592057,15/05/1984,Wants to extend renting period,YES
10449,9328758,3815396,27/05/1981,Battery died,NO
10450,4128173,9446439,19/02/1988,Weird noises,YES
10451,5417652,431420,26/08/1988,Wants to update data,NO
10452,6991629,1014500,27/03/1959,Car died,YES
10453,4137839,8791729,17/03/1974,Unhappy costumer,YES
10454,3469547,8679833,21/04/1985,Wants to extend renting period,YES
10455,9283966,2323654,09/06/1968,Wants to extend renting period,YES
10456,6618260,9490471,03/03/1973,Broken window,NO
10457,4751818,5533500,01/09/1991,Wants to rent a car,NO
10458,1351454,3501732,05/04/1967,Unhappy costumer,NO
10459,3297906,6232211,03/05/1993,Weird noises,YES
10460,9590033,7059793,26/06/1983,Problem with insurance,NO
10461,7075956,1254238,06/12/1977,Car died,YES
10462,6029200,1470514,04/05/1974,Problem with insurance,YES
10463,4929188,3241898,21/06/1981,Wants to rent a car,YES
10464,7980609,9187849,30/08/1954,Problem with insurance,NO
10465,2845692,6768623,26/05/1967,Lights are out,NO
10466,7858233,1105980,21/12/1971,Wants to rent a car,YES
10467,5791007,6494800,31/03/1963,Complaint about a worker,NO
10468,3210391,150412,10/10/1958,Unhappy costumer,NO
10469,7251530,8451848,03/04/1958,Unhappy costumer,NO
10470,867876,2710331,14/02/1977,Car died,NO
10471,3920414,4982888,14/05/1991,Car died,NO
10472,3961399,9913594,16/06/1986,Battery died,NO
10473,8154801,9112473,08/03/1972,Battery died,YES
10474,6429353,7147127,18/02/1997,Weird noises,YES
10475,2808481,9859835,27/08/1987,Flat tire,YES
10476,4669321,334687,10/01/1995,Unhappy costumer,NO
10477,5842346,7546353,13/11/1987,Complaint about a worker,YES
10478,1378399,7740873,25/10/1968,Problem with insurance,NO
10479,4792282,7043418,02/09/1981,Flat tire,NO
10480,6922543,324010,06/04/1960,Complaint about a worker,YES
10481,2373148,9635171,23/05/1968,Complaint about a worker,NO
10482,121388,2571094,11/03/1976,Battery died,YES
10483,6715750,4015984,06/08/1998,Wants to update data,NO
10484,2675346,5409661,20/11/1991,Flat tire,NO
10485,1027762,2224259,20/03/1986,Battery died,NO
10486,1695951,1402787,28/11/1970,Weird noises,YES
10487,7312015,8282130,30/11/1975,Wants to extend renting period,NO
10488,9389754,2117125,11/05/1974,Brakes are broken,YES
10489,2979796,7803943,14/06/1989,Lights are out,NO
10490,9152512,1927428,01/04/1966,Brakes are broken,YES
10491,3623311,5250592,30/07/1984,Complaint about a worker,YES
10492,1064739,6396809,13/01/1960,Problem with insurance,NO
10493,1287495,6962960,24/12/1961,Weird noises,YES
10494,4099334,1102610,16/03/1957,Brakes are broken,NO
10495,9904846,132343,25/11/1988,Wants to update data,YES
10496,8627950,8123047,09/01/1953,Brakes are broken,YES
10497,2030168,7188588,23/05/1998,Wants to rent a car,NO
10498,4470027,4949501,27/12/1987,Broken window,YES
10499,2745606,5308011,12/02/2000,Wants to update data,YES
10500,801242,3244000,01/02/1974,Battery died,NO
10501,6223089,2850946,04/03/1983,Brakes are broken,YES
10502,1098377,4644848,27/04/1983,Car died,NO
10503,8889475,4531062,21/01/1965,Broken window,NO
10504,9086783,417209,06/06/1958,Problem with insurance,YES
10505,6335286,4581325,15/05/1956,Flat tire,NO
10506,3184090,9837956,08/11/1954,Broken window,NO
10507,4420149,7652540,31/01/1998,Car died,YES
10508,6779483,7376304,02/01/1998,Wants to extend renting period,NO
10509,7493021,6232873,18/09/1973,Lights are out,YES
10510,5979904,2439896,23/08/1960,Brakes are broken,YES
10511,8249860,3037836,16/12/2000,Broken window,NO
10512,3604157,963900,30/01/1982,Car died,NO
10513,503772,8094858,02/10/1966,Wants to update data,NO
10514,9444621,7833764,12/07/1952,Wants to extend renting period,YES
10515,650220,2640226,09/04/1972,Wants to extend renting period,YES
10516,8018474,4397470,29/03/1986,Brakes are broken,NO
10517,6605362,4056009,12/07/1955,Brakes are broken,NO
10518,2999286,2783678,03/09/1980,Flat tire,NO
10519,9045589,1218767,18/04/1965,Flat tire,YES
10520,7077217,224375,31/05/2000,Weird noises,NO
10521,1779530,690501,23/02/1995,Problem with insurance,NO
10522,2582332,3184344,03/03/1993,Problem with insurance,NO
10523,982379,4736019,13/08/1963,Wants to update data,YES
10524,5848942,4014912,23/12/1975,Unhappy costumer,YES
10525,4403109,1384085,03/08/1990,Battery died,YES
10526,8319915,3323314,02/05/1983,Lights are out,NO
10527,3482682,1542433,29/08/1961,Problem with insurance,NO
10528,9548431,8748457,29/08/1979,Lights are out,NO
10529,7222782,9563062,19/02/1978,Car died,NO
10530,5926398,1319805,12/05/1959,Broken window,NO
10531,6039533,985163,04/04/1954,Problem with insurance,NO
10532,1882637,2130535,15/09/1980,Lights are out,YES
10533,6496355,8025765,12/08/1999,Complaint about a worker,NO
10534,7732796,328851,24/03/1951,Wants to update data,YES
10535,7819777,5917420,24/11/1994,Wants to update data,NO
10536,7988830,7873550,19/07/1997,Problem with insurance,NO
10537,6204782,6219266,20/12/1960,Flat tire,NO
10538,9054692,5744928,09/09/1980,Wants to rent a car,YES
10539,9199741,7910592,13/04/1991,Wants to extend renting period,YES
10540,5879326,9143518,12/08/1951,Car died,NO
10541,972759,4630162,07/10/1978,Complaint about a worker,NO
10542,9318212,5319486,12/02/1958,Lights are out,NO
10543,5282419,1542080,30/05/1997,Complaint about a worker,YES
10544,9655312,764877,21/04/1977,Wants to extend renting period,NO
10545,4819084,1155096,22/12/1978,Wants to extend renting period,YES
10546,639402,7062588,16/08/1984,Problem with insurance,NO
10547,5739251,241836,26/10/1991,Unhappy costumer,YES
10548,784577,2196782,14/05/1971,Unhappy costumer,NO
10549,7773656,726682,06/10/1983,Unhappy costumer,YES
10550,1936455,5927318,19/12/1963,Unhappy costumer,YES
10551,1973979,8879304,15/03/1980,Brakes are broken,YES
10552,541561,4872153,13/01/1992,Wants to rent a car,YES
10553,2548283,6376097,21/12/1991,Battery died,YES
10554,2671389,1332135,04/12/1964,Wants to update data,NO
10555,9679298,1288507,30/09/1964,Brakes are broken,YES
10556,8965349,3491567,29/06/1985,Lights are out,NO
10557,2914488,7151027,08/01/1983,Wants to extend renting period,YES
10558,5667771,7756004,21/08/1990,Car died,YES
10559,5166669,7607047,25/04/1965,Weird noises,YES
10560,773260,1647150,21/06/1954,Wants to rent a car,NO
10561,1610260,8563387,19/10/1982,Battery died,YES
10562,8617554,7110776,13/04/1981,Flat tire,NO
10563,470939,1587279,31/05/1994,Wants to update data,NO
10564,8858700,3911694,28/09/1984,Brakes are broken,NO
10565,3206776,1066660,08/03/1956,Weird noises,YES
10566,7544201,5866144,24/07/1969,Flat tire,NO
10567,3265968,6749420,29/07/1988,Lights are out,NO
10568,9793755,5735761,28/12/1987,Broken window,NO
10569,5131079,695243,10/12/1990,Problem with insurance,NO
10570,9802753,5078077,15/03/1980,Complaint about a worker,YES
10571,7075340,2764565,11/10/1992,Wants to rent a car,YES
10572,7382933,5123559,27/02/1958,Complaint about a worker,YES
10573,8729848,5596633,14/09/1957,Wants to rent a car,YES
10574,2591655,8005086,21/12/1963,Flat tire,YES
10575,967626,3585821,09/03/1996,Car died,NO
10576,8634271,3225411,22/01/1956,Problem with insurance,YES
10577,3923829,1770022,02/02/1980,Car died,YES
10578,8441918,9430387,17/09/1982,Wants to rent a car,NO
10579,4770056,3218885,25/08/1975,Broken window,NO
10580,5469287,3575505,17/04/1950,Wants to rent a car,YES
10581,398530,8339290,02/10/1984,Problem with insurance,YES
10582,9111689,7262508,06/10/1979,Brakes are broken,NO
10583,3879803,1722541,26/10/1977,Problem with insurance,NO
10584,9600571,8205339,14/10/1978,Flat tire,NO
10585,5312314,6747338,03/07/1993,Lights are out,YES
10586,9855647,8705001,12/07/1956,Brakes are broken,YES
10587,8184642,6265600,13/08/1989,Broken window,YES
10588,4493680,4135414,15/07/1956,Unhappy costumer,YES
10589,5310099,7795932,19/06/1986,Lights are out,NO
10590,9239816,3088604,06/08/1999,Wants to extend renting period,YES
10591,1541666,4623422,08/06/1975,Flat tire,YES
10592,6622157,8311903,15/11/1951,Battery died,YES
10593,7892404,2202373,29/05/1993,Wants to rent a car,NO
10594,2842055,9165574,23/10/1951,Problem with insurance,NO
10595,3395720,3569310,01/10/1965,Flat tire,YES
10596,1600020,1761960,08/10/1969,Wants to update data,YES
10597,8368968,3225036,22/12/1986,Lights are out,YES
10598,2710816,1482562,31/07/1952,Wants to rent a car,NO
10599,4517212,7743328,20/06/1983,Broken window,YES
10600,1541079,1908905,09/05/1973,Lights are out,YES
10601,9206419,4995051,17/09/1986,Broken window,YES
10602,8866272,3951176,21/01/1990,Unhappy costumer,YES
10603,3168834,8563247,27/08/1985,Battery died,NO
10604,8941497,5979340,29/09/1958,Battery died,NO
10605,1203234,9944404,05/12/1995,Broken window,NO
10606,734310,43304,19/11/1969,Battery died,NO
10607,8260208,9424430,17/02/1985,Battery died,NO
10608,2603604,8159812,08/05/1958,Complaint about a worker,YES
10609,17454,8844972,05/10/1981,Problem with insurance,NO
10610,7836697,6875986,19/09/1961,Flat tire,NO
10611,4804451,5138313,15/10/1996,Lights are out,NO
10612,9481097,3895375,29/03/1955,Brakes are broken,YES
10613,8546180,8483103,13/03/1977,Brakes are broken,NO
10614,8236482,3302492,13/10/1989,Car died,NO
10615,5083704,3472169,25/10/1964,Flat tire,NO
10616,5715033,834795,20/08/1964,Battery died,NO
10617,4056978,7923468,30/04/1971,Unhappy costumer,YES
10618,5783347,3530454,28/10/1985,Wants to update data,YES
10619,8760152,348172,30/01/1966,Wants to rent a car,YES
10620,5175090,8538987,04/02/1996,Broken window,NO
10621,4757329,2590336,05/06/1982,Battery died,YES
10622,4566546,1434476,07/09/1978,Wants to rent a car,NO
10623,3321479,8863981,02/07/1955,Flat tire,YES
10624,8353610,6662048,17/09/2000,Complaint about a worker,YES
10625,998975,1603947,06/07/1995,Lights are out,NO
10626,5221556,5135689,28/09/1971,Car died,YES
10627,3032239,7457078,12/05/1977,Brakes are broken,YES
10628,2658376,9819899,01/05/1961,Broken window,NO
10629,1301824,6423992,24/11/1962,Battery died,NO
10630,5366408,1393379,11/05/1990,Broken window,YES
10631,5307705,2721983,03/11/1951,Weird noises,YES
10632,27338,46369,06/10/1975,Weird noises,NO
10633,477850,5806469,03/03/1993,Wants to update data,NO
10634,7587600,3250311,16/06/1953,Problem with insurance,YES
10635,5228328,3431202,12/03/1997,Flat tire,NO
10636,3413157,7667290,10/05/1952,Unhappy costumer,YES
10637,3139882,8811436,22/04/1977,Weird noises,NO
10638,548264,3062454,12/03/1990,Lights are out,YES
10639,6550078,286210,08/11/2000,Wants to extend renting period,NO
10640,6279663,8225795,05/08/1959,Wants to update data,NO
10641,2783034,3092674,25/08/1975,Battery died,NO
10642,7852098,5313894,24/06/1987,Weird noises,NO
10643,9415624,6509311,07/01/1988,Car died,YES
10644,7487597,1107454,23/09/1952,Wants to rent a car,YES
10645,2041690,6728797,27/09/1999,Weird noises,YES
10646,7733082,3382476,17/10/1973,Lights are out,NO
10647,5042197,3783687,11/08/1991,Wants to extend renting period,YES
10648,463303,2187266,24/09/1992,Lights are out,NO
10649,6326230,7267717,28/11/1979,Weird noises,YES
10650,2514182,6013365,13/12/1968,Wants to rent a car,NO
10651,8438681,5050878,28/03/1974,Car died,YES
10652,9857182,3877503,23/04/1996,Wants to update data,YES
10653,8141916,988876,23/08/1988,Weird noises,NO
10654,683035,2166240,11/11/1968,Wants to rent a car,NO
10655,657071,2485322,28/08/1953,Battery died,YES
10656,3694809,203437,01/11/1987,Problem with insurance,NO
10657,9217999,4352877,24/07/1984,Broken window,NO
10658,1589213,431619,04/02/1985,Weird noises,YES
10659,3783571,1435714,19/05/1993,Flat tire,NO
10660,1100010,1006512,09/02/1992,Brakes are broken,YES
10661,9921754,7790783,03/06/1975,Broken window,NO
10662,4537599,2040362,15/10/1995,Battery died,YES
10663,5822202,7061188,09/06/1956,Problem with insurance,NO
10664,4961225,4989669,17/10/1999,Wants to rent a car,NO
10665,2581448,7744397,22/05/1989,Wants to extend renting period,YES
10666,9125172,4535149,20/04/1974,Brakes are broken,NO
10667,7762071,9622290,29/07/1992,Flat tire,NO
10668,7920798,3208398,01/08/1979,Unhappy costumer,NO
10669,2982061,2003086,20/01/1971,Flat tire,YES
10670,8628869,4072891,25/01/1986,Lights are out,NO
10671,7825198,323858,12/03/1951,Brakes are broken,NO
10672,8821542,1962728,07/10/1991,Battery died,NO
10673,3108524,6876199,15/03/1965,Flat tire,YES
10674,5242619,1517268,27/03/1990,Flat tire,NO
10675,3259190,62183,10/03/1969,Unhappy costumer,NO
10676,5880540,7205270,22/12/1983,Broken window,NO
10677,6226947,1095029,07/10/1950,Battery died,YES
10678,8950501,5186139,08/05/1969,Problem with insurance,NO
10679,9912607,5084923,28/11/1970,Complaint about a worker,YES
10680,3242294,6057483,25/05/1993,Problem with insurance,YES
10681,3650378,8507266,29/08/1950,Wants to extend renting period,NO
10682,1253814,6007342,14/02/1967,Weird noises,NO
10683,9945637,7944824,13/08/1962,Battery died,NO
10684,2512116,9173457,13/03/1980,Unhappy costumer,NO
10685,9182994,9330758,24/01/1980,Problem with insurance,YES
10686,17177,8345508,05/08/1998,Flat tire,YES
10687,2190325,5451121,02/11/1990,Wants to update data,YES
10688,4981969,5260650,22/12/1969,Unhappy costumer,NO
10689,5467849,7339882,20/02/1973,Car died,NO
10690,434574,721702,30/01/2000,Complaint about a worker,NO
10691,4913051,3742943,11/10/1954,Lights are out,YES
10692,2266240,5526011,01/09/1951,Broken window,YES
10693,5380530,1641341,30/05/1994,Flat tire,YES
10694,7406435,7395490,23/12/1996,Battery died,YES
10695,2155380,8916703,18/03/1988,Wants to rent a car,NO
10696,634250,8695331,23/02/1983,Unhappy costumer,NO
10697,1743330,6483677,16/10/1993,Wants to update data,YES
10698,9031932,383975,23/01/1987,Flat tire,NO
10699,3953757,5360564,23/04/1969,Weird noises,NO
10700,622369,6377932,06/11/1967,Wants to rent a car,NO
10701,5567555,4942662,08/11/1980,Weird noises,NO
10702,7172894,6451452,17/05/1962,Problem with insurance,NO
10703,6115271,4240815,22/09/1954,Unhappy costumer,YES
10704,5656246,9709258,26/01/1956,Brakes are broken,YES
10705,148419,2754334,01/06/1951,Wants to extend renting period,NO
10706,3986930,9900991,16/09/1953,Flat tire,YES
10707,2568092,1953937,01/05/1960,Wants to extend renting period,YES
10708,4158986,125220,22/01/1998,Unhappy costumer,NO
10709,7766341,1963038,26/02/1999,Problem with insurance,YES
10710,7142597,7000952,08/08/1962,Problem with insurance,NO
10711,3763977,4606730,14/10/1950,Broken window,NO
10712,28010,7125806,27/03/1966,Brakes are broken,NO
10713,8408286,8051381,15/10/1966,Brakes are broken,YES
10714,4393651,2847978,06/01/1967,Wants to update data,NO
10715,1913637,8465948,17/10/1966,Lights are out,YES
10716,9765795,7700667,28/05/1957,Wants to extend renting period,NO
10717,305871,5530158,09/05/1991,Complaint about a worker,YES
10718,7996868,2549455,31/05/1971,Lights are out,YES
10719,9346645,8094449,29/07/1950,Complaint about a worker,YES
10720,8532635,2310106,05/03/1976,Lights are out,YES
10721,8278750,9861866,09/03/1968,Complaint about a worker,YES
10722,4958816,5988567,26/05/1976,Battery died,NO
10723,7539221,3957853,06/03/1955,Wants to update data,NO
10724,4992985,8793830,08/10/1986,Wants to update data,NO
10725,5076583,6698489,04/05/1972,Flat tire,NO
10726,7045447,4335518,24/07/1959,Weird noises,NO
10727,3725028,954574,13/11/1972,Broken window,YES
10728,2929075,9891414,23/11/1988,Car died,YES
10729,9407049,8781162,21/10/1983,Unhappy costumer,YES
10730,2966173,8144375,09/07/1963,Flat tire,NO
10731,2441818,5596185,09/10/1976,Weird noises,YES
10732,9001163,9465133,01/10/1993,Broken window,NO
10733,279137,8851943,05/02/1964,Weird noises,YES
10734,8210183,1569268,17/12/1967,Weird noises,NO
10735,8145938,6684535,30/04/1955,Flat tire,YES
10736,4003668,8259084,27/03/1994,Problem with insurance,YES
10737,3470320,4207738,22/09/1988,Problem with insurance,YES
10738,7103855,3615339,21/10/1982,Lights are out,NO
10739,8799407,4608018,01/12/1973,Complaint about a worker,NO
10740,8562475,7202418,23/02/1982,Wants to update data,NO
10741,2875481,4949733,17/07/1962,Wants to extend renting period,NO
10742,5836175,8145265,28/10/1980,Car died,YES
10743,9363778,6619055,24/12/2000,Flat tire,NO
10744,6636533,8461564,03/04/1998,Complaint about a worker,NO
10745,7603842,6196951,01/09/1987,Problem with insurance,NO
10746,9841217,217941,14/04/1979,Wants to extend renting period,YES
10747,8449216,520635,13/02/1972,Wants to extend renting period,YES
10748,9055547,6828213,28/03/1992,Wants to update data,YES
10749,6115896,6420861,18/04/1954,Brakes are broken,NO
10750,9732880,2928765,06/10/1990,Weird noises,YES
10751,2210885,2339238,23/11/1950,Wants to extend renting period,NO
10752,5641055,9162312,03/05/1996,Unhappy costumer,NO
10753,3168793,159551,24/01/1997,Weird noises,YES
10754,1574431,643284,23/07/1964,Lights are out,YES
10755,6025572,7448911,19/03/1999,Lights are out,NO
10756,224127,6762890,01/10/1980,Broken window,NO
10757,5592552,4430310,19/12/1984,Unhappy costumer,NO
10758,8018654,8604538,23/10/1975,Lights are out,NO
10759,6289284,5472974,23/07/1951,Flat tire,YES
10760,4805855,1170500,01/12/1966,Complaint about a worker,YES
10761,3514703,5989318,26/11/1988,Brakes are broken,NO
10762,4977591,4496433,24/11/1973,Unhappy costumer,YES
10763,8274282,5186106,07/03/2000,Flat tire,NO
10764,7633885,4752403,15/01/1956,Wants to update data,NO
10765,7807753,1148447,27/10/1957,Flat tire,YES
10766,405317,5358288,08/06/1989,Complaint about a worker,NO
10767,5603955,1489603,16/07/1993,Wants to rent a car,NO
10768,7026515,1802975,11/11/1991,Complaint about a worker,YES
10769,5420732,3981338,28/05/1976,Flat tire,YES
10770,2139971,7850115,05/06/1985,Wants to rent a car,NO
10771,6970418,804553,07/10/1995,Broken window,YES
10772,773011,1071044,20/11/1967,Wants to update data,YES
10773,582226,2288103,07/11/1999,Unhappy costumer,NO
10774,1159364,3212016,03/07/1978,Broken window,YES
10775,6381358,7309329,15/12/1961,Problem with insurance,NO
10776,8894850,3149585,31/12/1989,Battery died,YES
10777,1382414,1260942,14/09/1968,Complaint about a worker,NO
10778,8375395,9743119,14/12/1955,Weird noises,YES
10779,237630,1321273,06/02/1998,Wants to extend renting period,YES
10780,8872392,1092479,17/08/1997,Wants to rent a car,YES
10781,2151600,4463543,13/02/1963,Brakes are broken,YES
10782,6856126,1861118,13/02/1964,Car died,YES
10783,2200784,7347720,13/03/1990,Lights are out,YES
10784,8382214,3144664,06/07/1998,Weird noises,YES
10785,569005,6534405,22/06/1994,Problem with insurance,YES
10786,4085760,9224490,20/02/1975,Flat tire,NO
10787,6588703,5599775,08/04/1990,Weird noises,YES
10788,7039119,8763530,12/10/1968,Wants to rent a car,YES
10789,7424924,497266,03/05/1967,Lights are out,NO
