COMPLAINT_ID,WorkerID,COSTUMER_ID,Date,Reason,DealtWith
8823,5855921,75,30/08/1974,Complaint about a worker,NO
8824,8833589,13,22/05/1957,Problem with insurance,NO
8825,5085601,47,15/03/1984,Wants to update data,NO
8826,2075832,65,23/05/1964,Brakes are broken,NO
8827,3696436,53,11/03/1970,Problem with insurance,NO
8828,6276533,87,28/11/1979,Broken window,NO
8829,6411624,35,02/09/1972,Wants to rent a car,NO
8830,5064521,19,07/11/1999,Problem with insurance,NO
8831,3982513,38,29/10/1999,Lights are out,NO
8832,6328520,5,13/05/2000,Weird noises,NO
8833,1567962,89,14/12/1954,Flat tire,NO
8834,8315349,41,19/09/1964,Brakes are broken,NO
8835,4269425,94,23/04/1966,Problem with insurance,NO
8836,9349497,82,21/05/1999,Car died,NO
8837,3070997,29,04/04/2000,Car died,NO
8838,1828554,39,02/02/1955,Complaint about a worker,NO
8839,231391,30,08/10/1958,Complaint about a worker,NO
8840,7503531,2,31/07/1969,Wants to rent a car,NO
8841,17037,81,30/11/1998,Complaint about a worker,NO
8842,1331087,58,10/06/1956,Wants to rent a car,NO
8843,1146910,23,28/02/1993,Unhappy costumer,NO
8844,5183409,47,13/10/1986,Unhappy costumer,NO
8845,8827141,89,18/03/1996,Complaint about a worker,NO
8846,7943853,63,01/09/1972,Weird noises,NO
8847,3398864,85,29/07/1985,Wants to rent a car,NO
8848,913878,43,28/11/1998,Wants to extend renting period,NO
8849,9476751,85,04/04/1984,Unhappy costumer,NO
8850,3783887,58,25/01/1962,Lights are out,NO
8851,8270648,61,11/09/1997,Wants to update data,NO
8852,6655069,60,26/01/1980,Weird noises,NO
8853,4478644,64,19/03/1989,Flat tire,NO
8854,6461787,5,12/09/1965,Brakes are broken,NO
8855,115382,6,17/02/1974,Wants to update data,NO
8856,2561403,29,30/12/1958,Problem with insurance,NO
8857,9345758,92,10/04/1990,Wants to rent a car,NO
8858,7262934,79,09/05/1951,Wants to rent a car,NO
8859,4302292,46,06/04/1984,Wants to update data,NO
8860,864419,30,28/12/1979,Broken window,NO
8861,8419272,17,18/07/1964,Battery died,NO
8862,4176818,60,05/06/1967,Wants to update data,NO
8863,4209946,87,30/01/1968,Wants to rent a car,NO
8864,3814292,91,18/12/1958,Wants to update data,NO
8865,6239572,40,21/03/1951,Brakes are broken,NO
8866,1812443,41,12/12/1992,Battery died,NO
8867,7016042,3,13/08/1969,Wants to rent a car,NO
8868,3296567,42,15/02/1972,Weird noises,NO
8869,5557710,22,06/08/1977,Weird noises,NO
8870,7729255,17,23/02/1988,Flat tire,NO
8871,988136,61,04/09/1981,Wants to rent a car,NO
8872,8703079,66,30/04/1957,Wants to extend renting period,NO
8873,5106453,71,21/04/1973,Car died,NO
8874,7869618,78,23/09/1996,Car died,NO
8875,4849687,78,22/03/2000,Unhappy costumer,NO
8876,1768472,62,28/11/1998,Wants to extend renting period,NO
8877,3382774,11,16/08/1976,Unhappy costumer,NO
8878,3079582,37,26/08/1999,Complaint about a worker,NO
8879,636665,81,24/09/1980,Car died,NO
8880,4088561,34,02/12/1991,Car died,NO
8881,2564478,53,15/04/1964,Brakes are broken,NO
8882,8855076,65,07/05/1959,Wants to rent a car,NO
8883,5330780,32,26/03/1982,Wants to extend renting period,NO
8884,1878706,53,25/09/1953,Flat tire,NO
8885,2950083,13,15/12/1987,Problem with insurance,NO
8886,6561073,91,31/08/1957,Complaint about a worker,NO
8887,4252680,30,10/04/1950,Weird noises,NO
8888,785619,59,18/10/1996,Complaint about a worker,NO
8889,5380694,42,15/08/1954,Weird noises,NO
8890,3345978,98,09/07/1975,Wants to update data,NO
8891,1079584,9,06/12/1979,Complaint about a worker,NO
8892,8653863,31,05/02/1982,Unhappy costumer,NO
8893,6583382,48,15/08/1950,Lights are out,NO
8894,6392070,60,04/02/1972,Wants to update data,NO
8895,9538241,77,04/07/1991,Car died,NO
8896,1373023,44,28/03/1994,Weird noises,NO
8897,6975917,16,20/03/1992,Battery died,NO
8898,5631944,98,12/06/1952,Lights are out,NO
8899,782908,41,27/06/1985,Problem with insurance,NO
8900,5609072,47,13/07/1996,Car died,NO
8901,5092245,17,02/07/1992,Brakes are broken,NO
8902,6070972,27,19/05/1963,Car died,NO
8903,689269,58,17/01/1993,Flat tire,NO
8904,7958851,75,30/03/1954,Weird noises,NO
8905,7608153,50,15/07/1978,Wants to rent a car,NO
8906,2382815,83,27/06/1961,Problem with insurance,NO
8907,6444148,100,06/03/1997,Flat tire,NO
8908,4810504,4,04/09/1952,Lights are out,NO
8909,8478512,7,11/03/1975,Weird noises,NO
8910,7718177,31,20/05/1992,Wants to rent a car,NO
8911,879291,60,04/01/1999,Wants to update data,NO
8912,8372093,11,18/11/1984,Brakes are broken,NO
8913,3843555,51,21/03/1959,Complaint about a worker,NO
8914,1118414,75,07/08/1996,Wants to rent a car,NO
8915,501667,98,19/05/1962,Broken window,NO
8916,3068707,54,06/05/1958,Lights are out,NO
8917,2078095,4,11/03/2000,Flat tire,NO
8918,8308836,49,17/07/1988,Weird noises,NO
8919,1010511,45,04/09/1971,Weird noises,NO
8920,9768225,83,17/09/1967,Wants to rent a car,NO
8921,6442517,66,04/01/1963,Flat tire,NO
8922,7975142,20,13/07/1982,Complaint about a worker,NO
8923,4531528,96,19/10/1965,Brakes are broken,NO
8924,2828652,75,07/05/1984,Problem with insurance,NO
8925,3162487,73,09/02/1961,Car died,NO
8926,8825808,73,31/01/1994,Car died,NO
8927,9765226,66,29/12/1968,Wants to rent a car,NO
8928,6869639,69,08/06/1957,Wants to rent a car,NO
8929,5589956,58,26/10/1976,Car died,NO
8930,4841648,6,29/11/1968,Problem with insurance,NO
8931,3363950,92,02/12/1959,Wants to extend renting period,NO
8932,292215,64,28/12/1953,Lights are out,NO
8933,1929288,76,29/12/1982,Lights are out,NO
8934,5770960,88,03/01/1956,Battery died,NO
8935,2998738,38,11/04/1980,Problem with insurance,NO
8936,2412978,62,01/02/1970,Lights are out,NO
8937,6260590,61,03/01/1956,Lights are out,NO
8938,8247434,76,15/11/1961,Wants to rent a car,NO
8939,4610730,68,23/02/1957,Broken window,NO
8940,2396775,86,18/03/1966,Unhappy costumer,NO
8941,6508023,25,26/12/1973,Wants to rent a car,NO
8942,9211339,49,01/08/1953,Flat tire,NO
8943,1829942,79,20/11/1988,Weird noises,NO
8944,8947457,98,09/05/1967,Weird noises,NO
8945,5030035,57,17/08/1953,Wants to extend renting period,NO
8946,3710101,89,04/12/1996,Brakes are broken,NO
8947,8711420,44,23/06/1986,Wants to rent a car,NO
8948,4201022,58,14/01/1984,Lights are out,NO
8949,1865548,72,10/01/1951,Brakes are broken,NO
8950,6850456,30,27/07/1967,Unhappy costumer,NO
8951,7526566,17,11/12/1985,Unhappy costumer,NO
8952,2262850,71,15/04/1955,Flat tire,NO
8953,8680810,98,31/01/1984,Wants to update data,NO
8954,7418887,81,08/12/1970,Problem with insurance,NO
8955,3654877,88,14/11/1954,Car died,NO
8956,9272328,47,21/03/1987,Complaint about a worker,NO
8957,2961115,73,23/12/1997,Broken window,NO
8958,6368324,91,20/05/1959,Wants to extend renting period,NO
8959,3712131,74,17/08/1962,Brakes are broken,NO
8960,9395845,77,01/12/1983,Complaint about a worker,NO
8961,6601542,37,11/02/1963,Weird noises,NO
8962,8119526,17,12/11/1994,Battery died,NO
8963,6287650,15,18/12/1985,Brakes are broken,NO
8964,1339082,70,16/05/1968,Weird noises,NO
8965,3911014,14,31/03/1962,Problem with insurance,NO
8966,6136181,48,04/08/1954,Wants to rent a car,NO
8967,3529692,58,16/02/1963,Battery died,NO
8968,6653167,49,04/07/1966,Lights are out,NO
8969,5748868,84,07/12/1985,Flat tire,NO
8970,2302540,5,29/10/1993,Problem with insurance,NO
8971,5914738,52,21/07/1998,Wants to extend renting period,NO
8972,6250712,57,05/06/1956,Wants to update data,NO
8973,2866667,32,16/12/1982,Wants to update data,NO
8974,6377864,16,07/06/1992,Problem with insurance,NO
8975,4059263,83,20/12/1960,Battery died,NO
8976,9009369,48,15/02/1972,Lights are out,NO
8977,7567379,56,15/01/1994,Wants to rent a car,NO
8978,6672627,78,19/10/1988,Brakes are broken,NO
8979,1637177,50,15/07/1974,Problem with insurance,NO
8980,966979,4,03/07/1978,Lights are out,NO
8981,9769512,30,01/05/1990,Unhappy costumer,NO
8982,5034357,19,02/06/1997,Car died,NO
8983,4736511,31,10/02/1989,Wants to rent a car,NO
8984,6580783,100,03/11/1965,Problem with insurance,NO
8985,7028096,20,21/02/1978,Car died,NO
8986,4894823,75,22/06/1950,Wants to rent a car,NO
8987,8189840,91,21/10/1953,Broken window,NO
8988,5671027,95,03/07/1991,Flat tire,NO
8989,2432050,27,30/05/1969,Wants to extend renting period,NO
8990,72607,81,25/08/1960,Unhappy costumer,NO
8991,4749351,38,21/01/1953,Battery died,NO
8992,2951851,8,11/02/1957,Brakes are broken,NO
8993,2915283,31,25/11/1963,Battery died,NO
8994,8481660,9,12/06/1983,Wants to rent a car,NO
8995,7366556,6,18/06/1961,Broken window,NO
8996,8990112,31,21/05/1984,Problem with insurance,NO
8997,5241042,7,12/12/1977,Broken window,NO
8998,5649368,10,22/06/1967,Lights are out,NO
8999,4870124,27,19/10/1957,Wants to rent a car,NO
9000,7357284,84,30/07/2000,Problem with insurance,NO
9001,8850795,36,27/06/1956,Broken window,NO
9002,3717140,22,25/09/1971,Wants to update data,NO
9003,45931,81,26/11/1954,Flat tire,NO
9004,1742427,34,03/08/1957,Weird noises,NO
9005,74164,75,23/09/1976,Wants to extend renting period,NO
9006,3981734,69,02/06/1984,Unhappy costumer,NO
9007,709982,54,01/02/1950,Problem with insurance,NO
9008,7581915,52,08/08/1984,Weird noises,NO
9009,9045297,74,18/08/1990,Problem with insurance,NO
9010,2608290,40,02/03/1989,Problem with insurance,NO
9011,3050995,49,03/06/1968,Weird noises,NO
9012,359702,86,21/08/1982,Brakes are broken,NO
9013,5168925,45,18/09/1964,Brakes are broken,NO
9014,637824,2,17/10/1962,Car died,NO
9015,544325,41,22/11/1990,Car died,NO
9016,5260352,3,23/01/1994,Broken window,NO
9017,33257,43,10/08/1965,Car died,NO
9018,4298238,86,18/03/1978,Flat tire,NO
9019,5304203,71,04/09/1997,Broken window,NO
9020,8779558,9,11/11/1952,Complaint about a worker,NO
9021,8357324,41,27/07/1988,Brakes are broken,NO
9022,6613619,13,12/07/1992,Problem with insurance,NO
9023,456434,20,27/08/1952,Lights are out,NO
9024,4998784,57,16/03/1955,Battery died,NO
9025,56832,2,20/03/1968,Weird noises,NO
9026,6677105,2,29/06/1999,Unhappy costumer,NO
9027,6055753,15,26/03/1994,Wants to rent a car,NO
9028,9256183,63,20/11/1997,Complaint about a worker,NO
9029,3768803,60,21/04/1984,Wants to update data,NO
9030,686612,81,19/09/1991,Flat tire,NO
9031,2874234,65,14/01/1958,Flat tire,NO
9032,7435885,34,01/07/1994,Unhappy costumer,NO
9033,3142212,78,28/06/1999,Flat tire,NO
9034,4072132,33,12/09/1979,Unhappy costumer,NO
9035,9353942,60,16/11/1955,Weird noises,NO
9036,2142361,33,28/12/1983,Car died,NO
9037,4418205,2,29/03/1988,Wants to extend renting period,NO
9038,2970111,21,19/10/1985,Brakes are broken,NO
9039,1029529,75,25/10/1976,Lights are out,NO
9040,3317986,41,17/12/1985,Brakes are broken,NO
9041,4896420,75,12/02/1987,Wants to rent a car,NO
9042,5226857,8,17/02/2000,Wants to rent a car,NO
9043,5838103,61,20/08/1988,Unhappy costumer,NO
9044,425374,61,16/03/1964,Wants to extend renting period,NO
9045,7230218,32,01/05/1973,Complaint about a worker,NO
9046,9796675,53,17/08/1968,Car died,NO
9047,9469724,26,27/10/1952,Flat tire,NO
9048,5401577,14,02/08/1973,Wants to extend renting period,NO
9049,619633,94,23/07/1961,Brakes are broken,NO
9050,5970329,1,18/08/1970,Battery died,NO
9051,1432282,100,03/10/1975,Battery died,NO
9052,7277677,42,23/01/1969,Unhappy costumer,NO
9053,2869826,55,17/12/1972,Battery died,NO
9054,2604183,56,04/07/1971,Complaint about a worker,NO
9055,1751040,32,10/04/1993,Wants to rent a car,NO
9056,6986855,13,17/04/1957,Battery died,NO
9057,3251694,86,05/02/1963,Car died,NO
9058,5497380,66,11/10/2000,Wants to update data,NO
9059,4239998,84,17/06/1958,Battery died,NO
9060,4148643,46,13/04/1963,Battery died,NO
9061,5430453,86,10/10/1998,Wants to update data,NO
9062,5308343,54,13/09/1957,Flat tire,NO
9063,71187,63,17/05/1997,Broken window,NO
9064,3627325,65,04/06/1966,Flat tire,NO
9065,6509869,94,21/05/1999,Car died,NO
9066,9956594,91,29/08/1988,Wants to update data,NO
9067,4378499,26,06/07/1961,Flat tire,NO
9068,8055637,9,06/10/1989,Weird noises,NO
9069,175355,76,01/08/1960,Unhappy costumer,NO
9070,9414517,64,05/12/1973,Problem with insurance,NO
9071,473079,88,07/02/1956,Car died,NO
9072,6173959,96,01/12/1983,Car died,NO
9073,1051714,15,21/10/1960,Lights are out,NO
9074,9206414,72,09/04/1953,Brakes are broken,NO
9075,4366669,4,15/02/1964,Car died,NO
9076,8034267,35,14/04/1988,Flat tire,NO
9077,7530938,13,02/03/1983,Problem with insurance,NO
9078,7970758,26,21/04/1963,Unhappy costumer,NO
9079,3145108,84,16/05/1976,Problem with insurance,NO
9080,4240778,92,23/03/1988,Flat tire,NO
9081,8264705,41,29/09/1983,Car died,NO
9082,7414229,71,24/04/1967,Wants to rent a car,NO
9083,2716895,39,16/07/1973,Wants to rent a car,NO
9084,5502724,50,18/11/1977,Wants to update data,NO
9085,5788760,4,07/10/1968,Wants to rent a car,NO
9086,9988917,76,16/01/1958,Battery died,NO
9087,4114410,62,02/03/1972,Broken window,NO
9088,5127828,30,05/05/1957,Battery died,NO
9089,6943466,59,29/06/1971,Wants to rent a car,NO
9090,5661799,33,11/02/1985,Battery died,NO
9091,981818,66,07/11/1976,Flat tire,NO
9092,9028554,1,28/08/1962,Flat tire,NO
9093,2293649,9,25/04/1966,Unhappy costumer,NO
9094,7252082,91,01/10/1958,Car died,NO
9095,3707661,40,11/03/1963,Complaint about a worker,NO
9096,6420483,13,11/09/1966,Flat tire,NO
9097,1921698,8,21/10/1983,Wants to extend renting period,NO
9098,3608821,76,27/05/1963,Wants to update data,NO
9099,7689217,46,12/12/1994,Wants to extend renting period,NO
9100,7002844,28,14/11/1973,Complaint about a worker,NO
9101,916539,57,05/03/1985,Brakes are broken,NO
9102,1860687,7,05/01/1970,Weird noises,NO
9103,5858232,5,18/02/1959,Weird noises,NO
9104,9769460,87,04/05/1980,Weird noises,NO
9105,3293246,29,17/09/1991,Car died,NO
9106,8172706,9,23/01/1961,Car died,NO
9107,4320271,7,08/01/1955,Wants to extend renting period,NO
9108,5854522,13,09/05/1952,Brakes are broken,NO
9109,7305129,4,02/03/1994,Flat tire,NO
9110,7179492,49,01/05/1952,Problem with insurance,NO
9111,3542040,83,20/11/1984,Battery died,NO
9112,9335691,51,02/08/1961,Wants to extend renting period,NO
9113,6639503,18,15/08/1965,Wants to update data,NO
9114,6933373,97,02/06/1999,Weird noises,NO
9115,2936352,58,11/06/1961,Lights are out,NO
9116,7164661,87,17/06/1956,Lights are out,NO
9117,445585,16,29/01/1995,Car died,NO
9118,8375729,12,10/10/1981,Wants to extend renting period,NO
9119,5830220,73,11/11/1968,Car died,NO
9120,7536451,28,11/07/2000,Complaint about a worker,NO
9121,6097630,17,01/04/1992,Wants to extend renting period,NO
9122,2948683,15,22/05/1989,Wants to extend renting period,NO
9123,4517521,74,07/07/2000,Brakes are broken,NO
9124,5900458,72,24/08/1968,Brakes are broken,NO
9125,4513103,39,05/06/1950,Flat tire,NO
9126,8288773,48,02/04/1959,Battery died,NO
9127,734738,42,20/04/1984,Flat tire,NO
9128,3570793,96,05/09/1965,Wants to rent a car,NO
9129,4522043,33,25/07/1976,Wants to update data,NO
9130,3829635,68,07/01/1998,Lights are out,NO
9131,8818050,1,06/12/1984,Car died,NO
9132,3575756,57,07/04/1998,Wants to update data,NO
9133,8932622,83,02/06/1961,Car died,NO
9134,5691955,38,23/08/1964,Flat tire,NO
9135,2290008,41,06/05/1966,Car died,NO
9136,719934,86,30/07/1968,Car died,NO
9137,997602,94,06/12/1964,Brakes are broken,NO
9138,2379523,41,04/05/1955,Lights are out,NO
9139,1403378,42,09/10/1988,Complaint about a worker,NO
9140,5970428,18,16/11/1961,Problem with insurance,NO
9141,9875483,15,20/11/1982,Complaint about a worker,NO
9142,2338028,51,26/01/1989,Wants to update data,NO
9143,1078429,7,05/01/1954,Car died,NO
9144,9075066,14,29/08/1966,Wants to update data,NO
9145,4471735,87,01/07/1974,Problem with insurance,NO
9146,3470916,23,08/12/1997,Car died,NO
9147,8298448,19,01/01/1961,Broken window,NO
9148,4546233,97,28/07/1977,Broken window,NO
9149,7145001,79,05/01/1957,Wants to rent a car,NO
9150,6366007,1,15/06/1984,Broken window,NO
9151,2410622,86,05/05/2000,Problem with insurance,NO
9152,7673633,46,18/12/1979,Car died,NO
9153,6722224,68,09/12/1974,Battery died,NO
9154,1327836,66,25/06/1962,Problem with insurance,NO
9155,9477125,81,10/12/1959,Flat tire,NO
9156,6658106,87,28/11/1988,Wants to rent a car,NO
9157,781263,87,11/06/1967,Brakes are broken,NO
9158,5603929,37,10/02/1990,Flat tire,NO
9159,7080855,38,02/12/1953,Wants to update data,NO
9160,1017865,48,01/09/1958,Brakes are broken,NO
9161,2219963,44,30/04/1999,Weird noises,NO
9162,4840589,6,17/10/1970,Flat tire,NO
9163,4957126,91,01/03/1991,Flat tire,NO
9164,6507776,77,07/02/1997,Battery died,NO
9165,5014082,83,31/05/1960,Car died,NO
9166,1485050,8,04/08/1958,Complaint about a worker,NO
9167,8491954,11,17/07/1952,Car died,NO
9168,8575225,91,02/08/1993,Unhappy costumer,NO
9169,8472316,33,22/11/1961,Wants to rent a car,NO
9170,9786547,73,04/03/1998,Wants to extend renting period,NO
9171,7071026,21,05/04/1994,Wants to extend renting period,NO
9172,7661763,67,17/03/1987,Unhappy costumer,NO
9173,9114235,33,22/03/1966,Broken window,NO
9174,4788575,87,22/08/1969,Wants to extend renting period,NO
9175,9654577,52,12/12/1958,Wants to rent a car,NO
9176,3909665,30,10/10/1962,Problem with insurance,NO
9177,5055391,78,21/04/1951,Wants to rent a car,NO
9178,728295,77,23/11/1977,Wants to update data,NO
9179,2084224,73,28/11/1975,Problem with insurance,NO
9180,1631588,8,22/02/1981,Unhappy costumer,NO
9181,8631394,56,26/09/1989,Wants to rent a car,NO
9182,5750666,58,15/12/1994,Wants to rent a car,NO
9183,1353020,39,04/02/1994,Battery died,NO
9184,3124604,75,13/10/1981,Wants to rent a car,NO
9185,3752447,77,25/09/1983,Wants to rent a car,NO
9186,3383071,80,19/08/1951,Flat tire,NO
9187,410583,5,07/12/1985,Weird noises,NO
9188,4548251,13,02/08/1985,Lights are out,NO
9189,3602378,16,26/12/1954,Battery died,NO
9190,7203668,1,28/05/1966,Weird noises,NO
9191,4529866,56,04/01/1978,Flat tire,NO
9192,5652666,59,20/10/1989,Wants to update data,NO
9193,4197381,41,10/12/1983,Wants to rent a car,NO
9194,6460477,64,19/06/1988,Brakes are broken,NO
9195,9048360,39,16/03/1968,Complaint about a worker,NO
9196,5537813,15,06/05/1960,Unhappy costumer,NO
9197,3862252,24,07/07/1987,Wants to update data,NO
9198,9165669,39,21/10/2000,Unhappy costumer,NO
9199,1926542,87,10/10/1953,Wants to update data,NO
9200,8830418,50,28/09/1989,Flat tire,NO
9201,9535517,66,23/08/1953,Brakes are broken,NO
9202,1534751,62,04/07/1976,Unhappy costumer,NO
9203,1254216,41,30/01/1973,Wants to update data,NO
9204,2472528,97,30/04/1954,Wants to update data,NO
9205,4652653,69,06/12/1977,Problem with insurance,NO
9206,3150514,15,05/05/1972,Wants to rent a car,NO
9207,6201843,67,09/02/1979,Lights are out,NO
9208,8478885,51,17/04/1975,Problem with insurance,NO
9209,2578413,53,06/06/1965,Car died,NO
9210,338006,68,01/03/1994,Weird noises,NO
9211,688775,30,24/09/1993,Battery died,NO
9212,1455430,78,17/02/1962,Car died,NO
9213,5771628,45,08/09/1960,Complaint about a worker,NO
9214,4477511,2,04/08/1994,Weird noises,NO
9215,8361398,87,20/05/1951,Wants to rent a car,NO
9216,4356544,29,26/01/2000,Flat tire,NO
9217,9449419,50,05/10/1964,Car died,NO
9218,5585465,76,11/12/2000,Unhappy costumer,NO
9219,4231347,78,17/05/2000,Weird noises,NO
9220,6199059,18,10/07/1994,Wants to rent a car,NO
9221,3825557,27,15/02/1994,Wants to extend renting period,NO
9222,9061734,49,20/06/1998,Wants to rent a car,NO
9223,4096658,90,03/02/1983,Broken window,NO
9224,1407593,29,29/10/1967,Wants to extend renting period,NO
9225,5340401,24,24/05/1997,Wants to rent a car,NO
9226,1167640,14,15/03/1969,Complaint about a worker,NO
9227,4705125,66,07/08/1980,Lights are out,NO
9228,3163221,16,17/03/1997,Battery died,NO
9229,1394115,69,14/05/1999,Car died,NO
9230,4180509,94,22/01/1968,Flat tire,NO
9231,8272786,53,27/05/1971,Wants to rent a car,NO
9232,6476411,6,13/11/1975,Wants to rent a car,NO
9233,7806885,42,17/06/1994,Complaint about a worker,NO
9234,6035544,69,05/07/1986,Complaint about a worker,NO
9235,9997687,100,09/08/1983,Wants to rent a car,NO
9236,3434525,13,05/12/1968,Complaint about a worker,NO
9237,9447240,77,30/03/1954,Car died,NO
9238,787476,12,16/10/1958,Car died,NO
9239,6029310,99,22/08/1996,Unhappy costumer,NO
9240,3561558,16,14/06/1979,Wants to update data,NO
9241,6740665,57,23/09/1990,Unhappy costumer,NO
9242,7242017,33,23/10/1975,Flat tire,NO
9243,3883148,16,18/08/1997,Lights are out,NO
9244,1113755,86,29/05/1964,Unhappy costumer,NO
9245,1965480,42,25/01/1979,Wants to rent a car,NO
9246,9706664,23,29/07/1963,Wants to rent a car,NO
9247,5941664,65,28/07/1998,Wants to rent a car,NO
9248,6146076,25,05/02/1963,Flat tire,NO
9249,2983226,32,24/03/1972,Battery died,NO
9250,5002829,27,08/07/1965,Wants to update data,NO
9251,8415116,89,26/10/1978,Unhappy costumer,NO
9252,8190508,97,26/10/1965,Wants to extend renting period,NO
9253,2069565,68,01/05/1965,Brakes are broken,NO
9254,1524481,55,15/07/1996,Broken window,NO
9255,6608395,37,16/12/1952,Wants to update data,NO
9256,3783669,45,07/01/1984,Unhappy costumer,NO
9257,1289378,57,20/12/1965,Unhappy costumer,NO
9258,3496950,74,18/11/1973,Battery died,NO
9259,3128475,34,11/11/1965,Brakes are broken,NO
9260,4522127,97,14/06/1950,Car died,NO
9261,7473966,5,02/08/1987,Car died,NO
9262,2368959,74,18/06/1971,Wants to rent a car,NO
9263,5271830,18,20/12/1982,Wants to rent a car,NO
9264,1776251,50,19/08/1955,Lights are out,NO
9265,5809433,38,04/05/1952,Flat tire,NO
9266,7982311,15,20/12/1964,Complaint about a worker,NO
9267,1747150,12,19/04/1967,Lights are out,NO
9268,6492720,90,23/04/1968,Wants to update data,NO
9269,7318229,9,01/07/1990,Unhappy costumer,NO
9270,6222541,34,10/11/1957,Weird noises,NO
9271,5927980,96,06/08/1982,Unhappy costumer,NO
9272,8548811,17,25/02/1992,Car died,NO
9273,4992404,74,27/08/1970,Broken window,NO
9274,741094,68,28/03/1998,Weird noises,NO
9275,3153035,13,18/02/1979,Wants to update data,NO
9276,4022867,73,21/10/1991,Wants to extend renting period,NO
9277,7349673,5,04/07/1999,Battery died,NO
9278,4625807,15,23/05/1992,Complaint about a worker,NO
9279,3232279,67,23/02/1971,Complaint about a worker,NO
9280,6473879,43,30/04/1987,Lights are out,NO
9281,460756,38,21/02/1985,Flat tire,NO
9282,9804665,37,26/02/1952,Car died,NO
9283,443887,63,06/06/1982,Lights are out,NO
9284,2350555,22,07/01/1996,Car died,NO
9285,7960713,74,14/12/1972,Complaint about a worker,NO
9286,2494942,88,20/03/1954,Car died,NO
9287,3571193,56,20/03/1998,Unhappy costumer,NO
9288,7203756,89,23/10/1986,Complaint about a worker,NO
9289,7565629,41,06/11/1968,Broken window,NO
9290,8661518,79,13/03/1960,Weird noises,NO
9291,4679374,16,28/07/1971,Flat tire,NO
9292,471863,62,10/09/1980,Complaint about a worker,NO
9293,2227255,91,16/10/1974,Weird noises,NO
9294,3763329,64,09/11/1974,Unhappy costumer,NO
9295,6616021,97,04/01/1997,Weird noises,NO
9296,1340040,68,24/01/1992,Flat tire,NO
9297,1708125,77,27/02/1963,Wants to update data,NO
9298,5798604,45,08/06/1983,Lights are out,NO
9299,7444246,47,09/06/1991,Brakes are broken,NO
9300,5446142,66,29/06/1980,Complaint about a worker,NO
9301,5277711,100,12/11/1960,Flat tire,NO
9302,3215596,73,02/11/1985,Car died,NO
9303,9985884,84,09/07/1987,Car died,NO
9304,4551930,57,27/10/1980,Brakes are broken,NO
9305,9243251,77,13/12/1952,Wants to extend renting period,NO
9306,3571479,76,18/10/1953,Flat tire,NO
9307,7607868,86,11/04/1963,Lights are out,NO
9308,8313993,11,31/08/1951,Wants to update data,NO
9309,8101202,98,29/11/1992,Car died,NO
9310,8391602,40,03/03/1983,Complaint about a worker,NO
9311,5286877,25,26/05/1958,Wants to extend renting period,NO
9312,312143,96,19/09/1956,Lights are out,NO
9313,1964448,49,11/08/1952,Complaint about a worker,NO
9314,8380606,58,22/09/1974,Car died,NO
9315,5048451,21,17/11/1951,Car died,NO
9316,8476905,54,17/12/1988,Weird noises,NO
9317,5972815,71,30/09/1972,Battery died,NO
9318,6316244,20,14/02/1995,Problem with insurance,NO
9319,2864531,98,25/07/1980,Car died,NO
9320,5095628,75,21/06/1989,Wants to update data,NO
9321,1948112,12,27/09/1969,Car died,NO
9322,42578,34,18/12/1968,Weird noises,NO
9323,5378318,37,19/12/1982,Wants to extend renting period,NO
9324,3524541,70,30/05/1967,Wants to rent a car,NO
9325,7927834,87,03/11/1987,Brakes are broken,NO
9326,1538602,51,01/11/1983,Complaint about a worker,NO
9327,8151144,14,10/12/1970,Car died,NO
9328,9901610,66,12/11/1964,Car died,NO
9329,1511731,11,20/09/1994,Complaint about a worker,NO
9330,1680411,56,29/09/1959,Brakes are broken,NO
9331,7195269,71,04/09/1950,Battery died,NO
9332,846681,13,25/09/1955,Flat tire,NO
9333,5245,14,10/12/1970,Complaint about a worker,NO
9334,5489665,95,06/06/1996,Wants to update data,NO
9335,8852569,6,21/01/1998,Complaint about a worker,NO
9336,7522418,4,22/01/1970,Brakes are broken,NO
9337,1719103,87,01/12/1960,Wants to rent a car,NO
9338,9104082,82,25/09/1976,Brakes are broken,NO
9339,1994636,63,09/04/1958,Wants to rent a car,NO
9340,5744325,43,07/04/1985,Broken window,NO
9341,2502333,86,19/10/1996,Complaint about a worker,NO
9342,8788599,4,15/09/1952,Unhappy costumer,NO
9343,5733777,58,21/03/1964,Battery died,NO
9344,9928278,61,11/04/1982,Complaint about a worker,NO
9345,9031014,100,19/04/1976,Wants to update data,NO
9346,9829275,16,24/08/1979,Car died,NO
9347,6816937,31,30/01/1999,Brakes are broken,NO
9348,6699857,100,19/02/1979,Lights are out,NO
9349,1191325,23,10/10/1967,Unhappy costumer,NO
9350,6729793,81,30/08/1991,Broken window,NO
9351,7862244,45,01/12/1977,Wants to extend renting period,NO
9352,3238084,98,06/09/1987,Lights are out,NO
9353,8265266,95,27/09/1980,Lights are out,NO
9354,9374838,41,10/11/1974,Car died,NO
9355,303953,36,26/04/1976,Problem with insurance,NO
9356,7840414,29,26/10/1980,Wants to update data,NO
9357,6226609,19,21/07/1995,Wants to update data,NO
9358,7331540,93,30/12/1988,Brakes are broken,NO
9359,3880720,94,24/01/1961,Wants to extend renting period,NO
